nombre_cientifico_original,nombre_cientifico_normalizado,nombre_cientifico_gbif,usage_key,reino,filo,clase,orden,familia,genero,estado_taxonomico,confianza_match,categoria_iucn
PORPHYRULA MARTINICA (LINNAEUS),Porphyrula martinica,"Porphyrula martinica (Linnaeus, 1766)",2474414.0,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,SYNONYM,98,LC
ARAÑA POLLERA,Araña pollera,,,,,,,,,,0,
OTUS CHOLIBA,Otus choliba,"Otus choliba (Vieillot, 1817)",5232187.0,Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,SYNONYM,98,LC
PIONUS MENSTRUUS,Pionus menstruus,"Pionus menstruus (Linnaeus, 1766)",2479902.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,ACCEPTED,99,LC
IGUANA IGUANA,Iguana iguana,"Iguana iguana (Linnaeus, 1758)",2459658.0,Animalia,Chordata,Squamata,,Iguanidae,Iguana,ACCEPTED,99,LC
CHOLOEPUS HOFFMANNI W.H. PETERS,Choloepus hoffmanni,"Choloepus hoffmanni Peters, 1858",5219520.0,Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,ACCEPTED,99,LC
TRACHEMYS SCRIPTA,Trachemys scripta,"Trachemys scripta (Thunberg In Schoepff, 1792)",2443002.0,Animalia,Chordata,Testudines,,Emydidae,Trachemys,ACCEPTED,99,LC
ARA SEVERA,Ara severa,"Ara severus (Linnaeus, 1758)",5959228.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,ACCEPTED,96,LC
ARA ARARAUNA,Ara ararauna,"Ara ararauna (Linnaeus, 1758)",5959231.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,ACCEPTED,99,LC
ARA MACAO,Ara macao,"Ara macao (Linnaeus, 1758)",5959227.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,ACCEPTED,99,LC
AMAZONA OCHROCEPHALA,Amazona ochrocephala,"Amazona ochrocephala (Gmelin, 1788)",2479612.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,ACCEPTED,99,LC
AMAZONA AMAZONICA,Amazona amazonica,"Amazona amazonica (Linnaeus, 1766)",2479666.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,ACCEPTED,99,LC
RHINOPTYNX CLAMATOR,Rhinoptynx clamator,"Rhinoptynx clamator (Vieillot, 1808)",5789327.0,Animalia,Chordata,Aves,Strigiformes,Strigidae,Pseudoscops,SYNONYM,98,LC
GEOCHELONE CARBONARIA,Geochelone carbonaria,"Geochelone carbonaria (Spix, 1824)",2441647.0,Animalia,Chordata,Testudines,,Testudinidae,Chelonoidis,SYNONYM,98,NE
DASYPUS NOVEMCINCTUS LINNAEUS,Dasypus novemcinctus,"Dasypus novemcinctus Linnaeus, 1758",2440779.0,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,ACCEPTED,99,LC
NASUA NASUA,Nasua nasua,"Nasua nasua (Linnaeus, 1766)",2433536.0,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,ACCEPTED,99,LC
COENDU SP.,Coendu sp.,"Coendu Lesson, 1827",4829616.0,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Coendou,SYNONYM,94,
BOA CONSTRICTOR,Boa constrictor,"Boa constrictor Linnaeus, 1758",2464899.0,Animalia,Chordata,Squamata,,Boidae,Boa,ACCEPTED,99,LC
DASYPUS NOVENCNCTUS,Dasypus novencnctus,"Dasypus novemcinctus Linnaeus, 1758",2440779.0,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,ACCEPTED,93,LC
SAGUINUS LEUCOPUS,Saguinus leucopus,"Saguinus leucopus (Günther, 1877)",2436476.0,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,ACCEPTED,99,VU
TURDUS IGNOBILIS,Turdus ignobilis,"Turdus ignobilis P.L.Sclater, 1858",2490722.0,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,ACCEPTED,99,LC
TANGARA VITRIOLINA,Tangara vitriolina,"Tangara vitriolina (Cabanis, 1851)",2488112.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Stilpnia,SYNONYM,98,LC
TURDUS FUSCATER,Turdus fuscater,"Turdus fuscater Orbigny & Lafresnaye, 1837",2490717.0,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,ACCEPTED,99,LC
ICTERUS CHRYSATER,Icterus chrysater,"Icterus chrysater (Lesson, 1844)",5229924.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,ACCEPTED,99,LC
SICALIS FLAVEOLA,Sicalis flaveola,"Sicalis flaveola (Linnaeus, 1766)",2491862.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sicalis,ACCEPTED,99,LC
CHLOROPHANES SPIZA,Chlorophanes spiza,"Chlorophanes spiza (Linnaeus, 1758)",5230641.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chlorophanes,ACCEPTED,99,LC
POTOS FLAVUS (SCHREBER),Potos flavus,"Potos flavus (Schreber, 1774)",2433573.0,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Potos,ACCEPTED,99,LC
RAMPHASTOS SULPHURATUS,Ramphastos sulphuratus,"Ramphastos sulfuratus R.Lesson, 1830",2478771.0,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,ACCEPTED,93,NT
BROTOGERIS JUGULARIS,Brotogeris jugularis,"Brotogeris jugularis (Statius Muller, 1776)",2479563.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,ACCEPTED,99,LC
PHOENICOPTERUS RUBER,Phoenicopterus ruber,"Phoenicopterus ruber Linnaeus, 1758",9691034.0,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,ACCEPTED,99,LC
BOTOGERIS JUGULARIS,Botogeris jugularis,,,,,,,,,,0,
BUTEO MAGNIROSTRIS,Buteo magnirostris,"Buteo magnirostris (Gmelin, 1788)",2480518.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rupornis,SYNONYM,98,LC
KINOSTERNON SP.,Kinosternon sp.,"Kinosternon Spix, 1824",2442349.0,Animalia,Chordata,Testudines,,Kinosternidae,Kinosternon,ACCEPTED,94,NE
CAIMAN COCODRYLUS,Caiman cocodrylus,"Caiman Spix, 1825",5220195.0,Animalia,Chordata,Crocodylia,,Alligatoridae,Caiman,ACCEPTED,94,NE
CEBUS ALBIFRONS,Cebus albifrons,"Cebus albifrons (Humboldt, 1812)",2436636.0,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,ACCEPTED,99,LC
RHINOCLEMMYS MELANOSTERNA,Rhinoclemmys melanosterna,"Rhinoclemmys melanosterna (Gray, 1861)",2443669.0,Animalia,Chordata,Testudines,,Geoemydidae,Rhinoclemmys,ACCEPTED,99,NE
LUTRA LONGICAUDIS ANNECTENS FORSYTH-MAJOR,Lutra longicaudis,"Lutra longicaudis Olfers, 1818",4970000.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,SYNONYM,98,NE
BRADYPUS VARIEGATUS,Bradypus variegatus,"Bradypus variegatus Schinz, 1825",2436353.0,Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,ACCEPTED,99,LC
PODOCNEMYS EXPANSA,Podocnemys expansa,"Podocnemis expansa (Schweigger, 1812)",2442795.0,Animalia,Chordata,Testudines,,Podocnemididae,Podocnemis,ACCEPTED,85,
PITANGUS SULPHURATUS,Pitangus sulphuratus,"Pitangus sulphuratus (Linnaeus, 1766)",2482755.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pitangus,ACCEPTED,99,LC
DUSCICION THOUS,Duscicion thous,,,,,,,,,,0,
DRYMARCHON CORAIS MELANURUS,Drymarchon corais,"Drymarchon corais (Boie, 1827)",7759294.0,Animalia,Chordata,Squamata,,Colubridae,Drymarchon,ACCEPTED,99,LC
CEBUS CAPUCHINUS,Cebus capuchinus,"Cebus capucinus (Linnaeus, 1758)",2436637.0,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,ACCEPTED,95,VU
SCIURUS GRANATENSIS,Sciurus granatensis,"Sciurus granatensis Humboldt, 1811",5219666.0,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,ACCEPTED,99,LC
UROPSALIS SEGMENTATA SEGMENTATA (CASSIN),Uropsalis segmentata,"Uropsalis segmentata (Cassin, 1849)",2497078.0,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Uropsalis,ACCEPTED,99,LC
VANELLUS CHILENSIS,Vanellus chilensis,"Vanellus chilensis (Molina, 1782)",5229146.0,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,ACCEPTED,99,LC
AMAZONA AUTUMNALIS,Amazona autumnalis,"Amazona autumnalis (Linnaeus, 1758)",2479623.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,ACCEPTED,99,LC
OXYRHOPHUS PETOLAE,Oxyrhophus petolae,"Oxyrhopus petola (Linnaeus, 1758)",7754541.0,Animalia,Chordata,Squamata,,Colubridae,Oxyrhopus,SYNONYM,84,
SAYORNIS NIGRICANS,Sayornis nigricans,"Sayornis nigricans (Swainson, 1827)",2483612.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,ACCEPTED,99,LC
ARATINGA PERTINAX,Aratinga pertinax,"Aratinga pertinax (Linnaeus, 1758)",2479127.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,ACCEPTED,99,LC
CALUROMYS DERBIANUS,Caluromys derbianus,"Caluromys derbianus (Waterhouse, 1841)",2439992.0,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Caluromys,ACCEPTED,99,LC
ALOUATTA SENICULUS SENICULUS (LINNAEUS),Alouatta seniculus,"Alouatta seniculus (Linnaeus, 1766)",2436648.0,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,ACCEPTED,99,LC
FALCO SPARVERIUS,Falco sparverius,"Falco sparverius Linnaeus, 1758",9685907.0,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,ACCEPTED,99,LC
LAGOTHRIX LAGOTRICHA,Lagothrix lagotricha,"Lagothrix lagothricha (Humboldt, 1812)",5786085.0,Animalia,Chordata,Mammalia,Primates,Atelidae,Lagothrix,ACCEPTED,96,VU
BUBULCUS IBIS,Bubulcus ibis,"Bubulcus ibis (Linnaeus, 1758)",2480830.0,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,ACCEPTED,99,LC
CEBUS APELLA,Cebus apella,"Cebus apella (Linnaeus, 1758)",2436639.0,Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,SYNONYM,98,LC
ZENEIDA ARICULATA,Zeneida ariculata,,,,,,,,,,0,
SAIMIRI SCIUREUS,Saimiri sciureus,"Saimiri sciureus (Linnaeus, 1758)",2436661.0,Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,ACCEPTED,99,LC
LEPTODEIRA ANNULATA,Leptodeira annulata,"Leptodeira annulata (Linnaeus, 1758)",2454954.0,Animalia,Chordata,Squamata,,Colubridae,Leptodeira,ACCEPTED,99,LC
GEOCHELONE DENTICULATA,Geochelone denticulata,"Geochelone denticulata (Linnaeus, 1766)",2441635.0,Animalia,Chordata,Testudines,,Testudinidae,Chelonoidis,SYNONYM,98,VU
DENDROCINCLA FULIGINOSA,Dendrocincla fuliginosa,"Dendrocincla fuliginosa (Vieillot, 1818)",2485950.0,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Dendrocincla,ACCEPTED,99,LC
AMAZILIA TZACATL,Amazilia tzacatl,"Amazilia tzacatl (de la Llave, 1833)",2476441.0,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,ACCEPTED,99,LC
CORAGYPS ATRATUS,Coragyps atratus,"Coragyps atratus (Bechstein, 1793)",2481942.0,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,ACCEPTED,99,LC
HERPAILURUS YAGUARONDI,Herpailurus yaguarondi,"Herpailurus yaguarondi (Lacépède, 1809)",2435156.0,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,SYNONYM,98,NE
SPILOTES SP.,Spilotes sp.,"Spilotes Wagler, 1830",2457193.0,Animalia,Chordata,Squamata,,Colubridae,Spilotes,ACCEPTED,94,NE
SPEOTHOS VENATICUS,Speothos venaticus,"Speothos venaticus (Lund, 1842)",2434444.0,Animalia,Chordata,Mammalia,Carnivora,Canidae,Speothos,ACCEPTED,99,NT
CHIRONIUS MONTICOLA,Chironius monticola,"Chironius monticola Roze, 1952",2457327.0,Animalia,Chordata,Squamata,,Colubridae,Chironius,ACCEPTED,99,LC
AGOUTI PACA,Agouti paca,"Agouti paca (Linnaeus, 1766)",2437587.0,Animalia,Chordata,Mammalia,Rodentia,Cuniculidae,Cuniculus,SYNONYM,98,LC
DRYOCOPUS LINEATUS,Dryocopus lineatus,"Dryocopus lineatus (Linnaeus, 1766)",5228831.0,Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,ACCEPTED,99,NE
DASYPROCTA PUNCTATA J.E. GRAY,Dasyprocta punctata,"Dasyprocta punctata Gray, 1842",2437576.0,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,ACCEPTED,99,LC
LEOPARDIS WIEDII,Leopardis wiedii,"Leopardus wiedii (Schinz, 1821)",2434950.0,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,ACCEPTED,85,
RUPORNIX MAGNIROSTRI,Rupornix magnirostri,"Ruporni magnirostris (Gmelin, 1788)",8115644.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rupornis,SYNONYM,92,NE
GEOCARCINUS RURICOLA,Geocarcinus ruricola,,,,,,,,,,0,
NEOSTRENGERIA  SP,Neostrengeria sp,"Neostrengeria Pretzmann, 1965",4645244.0,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae,Neostrengeria,ACCEPTED,94,NE
DIDELPHIS ALBIVENTRIS ANDINA J.A. ALLEN,Didelphis albiventris,"Didelphis albiventris Lund, 1840",2439930.0,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,ACCEPTED,99,LC
PULSATRIX PERSPICILLATA,Pulsatrix perspicillata,"Pulsatrix perspicillata (Latham, 1790)",2497878.0,Animalia,Chordata,Aves,Strigiformes,Strigidae,Pulsatrix,ACCEPTED,99,LC
AULACORHYNCHUS PRASINU ALBIVITTA (BOISSONNEAU),Aulacorhynchus prasinu,"Aulacorhynchus prasinus (Gould, 1833)",5229012.0,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,ACCEPTED,95,LC
COLUMBA FASCIATA,Columba fasciata,"Columba fasciata Say, 1822",5231797.0,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,SYNONYM,98,NE
DASYPROCTA PUNCTATA,Dasyprocta punctata,"Dasyprocta punctata Gray, 1842",2437576.0,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,ACCEPTED,99,LC
CHELYDRA SERPENTINA,Chelydra serpentina,"Chelydra serpentina (Linnaeus, 1758)",2441905.0,Animalia,Chordata,Testudines,,Chelydridae,Chelydra,ACCEPTED,99,LC
NASAU NASAU,Nasau nasau,"Nasua nasua (Linnaeus, 1766)",2433536.0,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,ACCEPTED,80,
FORPUS CONSPICILLATUS  SUBSP. PERQUITO,Forpus conspicillatus,"Forpus conspicillatus (Lafresnaye, 1848)",2479071.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,ACCEPTED,99,LC
MELANERPES RUBRICAPILLUS,Melanerpes rubricapillus,"Melanerpes rubricapillus (Cabanis, 1862)",2478125.0,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,ACCEPTED,99,LC
DENDROCYGNA AUTUMNALIS,Dendrocygna autumnalis,"Dendrocygna autumnalis (Linnaeus, 1758)",2498393.0,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,ACCEPTED,99,LC
ARATINGA WAGLERI,Aratinga wagleri,"Aratinga wagleri (G.R.Gray, 1845)",2479159.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,ACCEPTED,99,NE
POTOS FLAVUS,Potos flavus,"Potos flavus (Schreber, 1774)",2433573.0,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Potos,ACCEPTED,99,LC
ATRACTUS LOVERIDGEI,Atractus loveridgei,"Atractus loveridgei Amaral, 1930",5223923.0,Animalia,Chordata,Squamata,,Colubridae,Atractus,ACCEPTED,99,DD
LAMPROPELTIS TRIANGULUM,Lampropeltis triangulum,"Lampropeltis triangulum (Lacépède, 1789)",5224503.0,Animalia,Chordata,Squamata,,Colubridae,Lampropeltis,ACCEPTED,99,LC
CLELIA CLELIA,Clelia clelia,"Clelia clelia (Daudin, 1803)",8876700.0,Animalia,Chordata,Squamata,,Colubridae,Clelia,ACCEPTED,99,LC
TAMANDUA TETRADACTYLA,Tamandua tetradactyla,"Tamandua tetradactyla (Linnaeus, 1758)",2436340.0,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,ACCEPTED,99,LC
DENDROPHIDION BIVITTATUS,Dendrophidion bivittatus,"Dendrophidion bivittatus (Duméril, Bibron & Duméril, 1854)",2452613.0,Animalia,Chordata,Squamata,,Colubridae,Dendrophidion,ACCEPTED,99,LC
ATELES BELZEBUTH,Ateles belzebuth,"Ateles belzebuth É.Geoffroy Saint-Hilaire, 1806",2436642.0,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,ACCEPTED,99,EN
FELIS TIGRINA,Felis tigrina,"Felis tigrina Schreber, 1775",7944319.0,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,SYNONYM,98,NE
AOTUS LEMORINUS LEMORINUS (E. GEFFROY - ST. HILAIRE),Aotus lemorinus,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",5219591.0,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,ACCEPTED,95,VU
TROGLODYTES AEDON,Troglodytes aedon,"Troglodytes aedon Vieillot, 1809",5231459.0,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,ACCEPTED,99,LC
STEATORNIS CARIPENSIS HUMBOLDT,Steatornis caripensis,"Steatornis caripensis von Humboldt, 1817",2497150.0,Animalia,Chordata,Aves,Steatornithiformes,Steatornithidae,Steatornis,ACCEPTED,99,LC
MIMUS GILVUS,Mimus gilvus,"Mimus gilvus (Vieillot, 1808)",5231676.0,Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,ACCEPTED,99,LC
CACICUS CELA,Cacicus cela,"Cacicus cela (Linnaeus, 1758)",5229832.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Cacicus,ACCEPTED,99,LC
SEMNORNIS RAMPHASTINUS,Semnornis ramphastinus,"Semnornis ramphastinus (Jardine, 1855)",2478863.0,Animalia,Chordata,Aves,Piciformes,Semnornithidae,Semnornis,ACCEPTED,99,NT
ICTERUS ICTERUS,Icterus icterus,"Icterus icterus (Linnaeus, 1766)",5229915.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,ACCEPTED,99,LC
TRHAUPIS EPISCOPUS,Trhaupis episcopus,"Thraupis episcopus (Linnaeus, 1766)",2488602.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Thraupis,ACCEPTED,85,
MANTA RAYA,Manta raya,"Manta raya Baer, 1899",4352377.0,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,SYNONYM,98,NE
CAPARAZON TORTUGA,Caparazon tortuga,,,,,,,,,,0,
ODOCOILEUS VIRGINIANUS (ZIMMERMAN),Odocoileus virginianus,"Odocoileus virginianus (Zimmermann, 1780)",2440965.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,ACCEPTED,99,LC
SPROPHOCHEILUS OBLONGUS,Sprophocheilus oblongus,"Strophocheilus oblongus (O.F.Müller, 1774)",7960743.0,Animalia,Mollusca,Gastropoda,Stylommatophora,Strophocheilidae,Megalobulimus,SYNONYM,84,
DINOMIYS BRANIICKII,Dinomiys braniickii,"Dinomys branickii Peters, 1873",2437612.0,Animalia,Chordata,Mammalia,Rodentia,Dinomyidae,Dinomys,ACCEPTED,82,
DASYPUS NOVENMCINTUS,Dasypus novenmcintus,"Dasypus novemcinctus Linnaeus, 1758",2440779.0,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,ACCEPTED,93,LC
HYDROCHAERIS HYDROCHAERIS,Hydrochaeris hydrochaeris,"Hydrochaeris hydrochaeris (Linnaeus, 1766)",2437610.0,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Hydrochoerus,SYNONYM,98,LC
AMAZONA FARINOSA,Amazona farinosa,"Amazona farinosa (Boddaert, 1783)",2479606.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,ACCEPTED,98,LC
DINOMYS BRANICKII,Dinomys branickii,"Dinomys branickii Peters, 1873",2437612.0,Animalia,Chordata,Mammalia,Rodentia,Dinomyidae,Dinomys,ACCEPTED,99,LC
PENELOPE PERSPICAX,Penelope perspicax,"Penelope perspicax Bangs, 1911",2482224.0,Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,ACCEPTED,99,VU
