nombre_cientifico_original,nombre_cientifico_normalizado,nombre_cientifico_gbif,usage_key,reino,filo,clase,orden,familia,genero,estado_taxonomico,confianza_match,categoria_iucn
PORPHYRIO MARTINICA,Porphyrio martinica,"Porphyrio martinica (Linnaeus, 1766)",5228136.0,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,ACCEPTED,99,LC
ORTALIS COLUMBIANA,Ortalis columbiana,"Ortalis columbiana Hellmayr, 1906",5229460.0,Animalia,Chordata,Aves,Galliformes,Cracidae,Ortalis,ACCEPTED,99,LC
PENDIENTE ID,Pendiente id,,,,,,,,,,0,
PIONITES MELANOCEPHALUS,Pionites melanocephalus,"Pionites melanocephalus (Linnaeus, 1758)",2479437.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionites,ACCEPTED,99,LC
PIONUS MENTRUUS,Pionus mentruus,"Pionus menstruus (Linnaeus, 1766)",2479902.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,ACCEPTED,95,LC
EGRETTA THULA,Egretta thula,"Egretta thula (Molina, 1782)",2480873.0,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,ACCEPTED,99,LC
ARA CHLOROPTERUS,Ara chloropterus,"Ara chloropterus G.R.Gray, 1859",5959225.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,ACCEPTED,99,LC
POMACEA CANALICULATA,Pomacea canaliculata,"Pomacea canaliculata (Lamarck, 1822)",2292582.0,Animalia,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Pomacea,ACCEPTED,99,LC
BRACHYPELMA SMITHI,Brachypelma smithi,"Brachypelma smithi (F.O.Pickard-Cambridge, 1897)",2153432.0,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Brachypelma,ACCEPTED,99,NT
NOTROSCIURUS GRANATENSIS,Notrosciurus granatensis,Notosciurus granatensis,11160000.0,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Notosciurus,ACCEPTED,85,
DENDROPSOPHUS COLUMBIANUS,Dendropsophus columbianus,"Dendropsophus columbianus (Boettger, 1892)",2428577.0,Animalia,Chordata,Amphibia,Anura,Hylidae,Dendropsophus,ACCEPTED,99,LC
MILVAGO CHIMACHIMA,Milvago chimachima,"Milvago chimachima (Vieillot, 1816)",2481066.0,Animalia,Chordata,Aves,Falconiformes,Falconidae,Milvago,ACCEPTED,99,LC
PHALACRCORAX BRASILIANUS,Phalacrcorax brasilianus,"Phalacrocorax brasilianus (Gmelin, 1789)",9399113.0,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,ACCEPTED,85,
STENORRHINA DEGENHARDTII,Stenorrhina degenhardtii,"Stenorrhina degenhardtii (Berthold, 1846)",2455347.0,Animalia,Chordata,Squamata,,Colubridae,Stenorrhina,ACCEPTED,99,LC
NASUELLA OLIVACEA,Nasuella olivacea,"Nasuella olivacea (Gray, 1865)",2433588.0,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,SYNONYM,98,NT
AMBYSTOMA MEXICANUM,Ambystoma mexicanum,"Ambystoma mexicanum (Shaw & Nodder, 1798)",2431950.0,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,ACCEPTED,99,CR
PIONUS MENSTRUUS RUBRIGULARIS,Pionus menstruus,"Pionus menstruus (Linnaeus, 1766)",2479902.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,ACCEPTED,99,LC
ALOUATTA SENICULUS,Alouatta seniculus,"Alouatta seniculus (Linnaeus, 1766)",2436648.0,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,ACCEPTED,99,LC
PUMA YAGOUAROUNDI,Puma yagouaroundi,"Puma yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)",2435146.0,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,ACCEPTED,99,LC
SPIZAETUS MELANOLEUCUS,Spizaetus melanoleucus,"Spizaetus melanoleucus (Vieillot, 1816)",5788513.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spizaetus,ACCEPTED,99,LC
PSITTACARA WAGLERI,Psittacara wagleri,"Psittacara wagleri (G.R.Gray, 1845)",7634300.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,SYNONYM,98,NT
EUPSITTULLA PERTINAX,Eupsittulla pertinax,"Eupsittula pertinax (Linnaeus, 1758)",7926461.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,SYNONYM,84,
OXYRHOPUS PETOLA,Oxyrhopus petola,"Oxyrhopus petola (Linnaeus, 1758)",7754541.0,Animalia,Chordata,Squamata,,Colubridae,Oxyrhopus,SYNONYM,98,NE
ATELES SP.,Ateles sp.,"Ateles É.Geoffroy Saint-Hilaire, 1806",2436640.0,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,ACCEPTED,94,NE
OROCHELIDON MURINA,Orochelidon murina,"Orochelidon murina (Cassin, 1853)",7340421.0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Notiochelidon,SYNONYM,98,LC
PHRYNONAX,Phrynonax,,,,,,,,,,0,
MUSTELA FRENATA,Mustela frenata,"Mustela frenata Lichtenstein, 1831",5218919.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,ACCEPTED,99,LC
HYDROCHOERUS HYDROCHAERIS,Hydrochoerus hydrochaeris,"Hydrochoerus hydrochaeris (Linnaeus, 1766)",5786666.0,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Hydrochoerus,ACCEPTED,99,LC
PIONUS TUMULTUOSUS,Pionus tumultuosus,"Pionus tumultuosus (Tschudi, 1844)",2479913.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,ACCEPTED,99,LC
PHRYNONAX POECILONOTUS,Phrynonax poecilonotus,"Phrynonax poecilonotus (Günther, 1858)",2456580.0,Animalia,Chordata,Squamata,,Colubridae,Phrynonax,ACCEPTED,99,LC
LECHUZA,Lechuza,,,,,,,,,,0,
CEBUS CAPUCCINUS,Cebus capuccinus,"Cebus capucinus (Linnaeus, 1758)",2436637.0,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,ACCEPTED,96,VU
PYGOCHELIDON CYANOLEUCA,Pygochelidon cyanoleuca,"Pygochelidon cyanoleuca (Vieillot, 1817)",2489207.0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Notiochelidon,SYNONYM,98,LC
PIONUS MESTRUUS,Pionus mestruus,"Pionus Wagler, 1832",2479900.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,ACCEPTED,94,NE
ACCIPITER SUPERCILIOSUS,Accipiter superciliosus,"Accipiter superciliosus (Linnaeus, 1766)",2480580.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,ACCEPTED,99,LC
HARPIA HARPYJA,Harpia harpyja,"Harpia harpyja (Linnaeus, 1758)",2480516.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpia,ACCEPTED,99,VU
MUSTELIRALLUS SP,Mustelirallus sp,"Mustelirallus Bonaparte, 1856",4843492.0,Animalia,Chordata,Aves,Gruiformes,Rallidae,Mustelirallus,DOUBTFUL,92,
PIONUS MENTRUUS RUBRIGULARES,Pionus mentruus,"Pionus menstruus (Linnaeus, 1766)",2479902.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,ACCEPTED,95,LC
PIONUS MESNSTRUUS RUBRIGULARIS,Pionus mesnstruus,"Pionus menstruus (Linnaeus, 1766)",2479902.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,ACCEPTED,95,LC
OXHRYOPUS PETALARIUS,Oxhryopus petalarius,,,,,,,,,,0,
CHERAX SP.,Cherax sp.,"Cherax Erichson, 1846",4417557.0,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,Cherax,ACCEPTED,94,NE
SPINUS SP.,Spinus sp.,Animalia,1.0,Animalia,,,,,,ACCEPTED,92,NE
ARTIBEUS LITURATUS,Artibeus lituratus,"Artibeus lituratus (Olfers, 1818)",2433270.0,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,ACCEPTED,99,LC
PENDIENTE,Pendiente,,,,,,,,,,0,
MUSTELA PUTORIUS FURO,Mustela putorius,"Mustela putorius Linnaeus, 1758",5218911.0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,ACCEPTED,99,LC
ERYTHROLAMPRUS EPINEPHELUS,Erythrolamprus epinephelus,"Erythrolamprus epinephelus (Cope, 1862)",9609892.0,Animalia,Chordata,Squamata,,Colubridae,Erythrolamprus,ACCEPTED,99,LC
PIONUS MENSTRUUS RUBRIGULARES,Pionus menstruus,"Pionus menstruus (Linnaeus, 1766)",2479902.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,ACCEPTED,99,LC
CHELONOIDIS,Chelonoidis,,,,,,,,,,0,
BUTEO SWAINSONI,Buteo swainsoni,"Buteo swainsoni Bonaparte, 1838",2480562.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,ACCEPTED,99,LC
CHELONOIDIS DENTICULATA,Chelonoidis denticulata,"Chelonoidis denticulatus (Linnaeus, 1766)",5220281.0,Animalia,Chordata,Testudines,,Testudinidae,Chelonoidis,ACCEPTED,96,VU
CHELYDRA ACUTIROSTRIS,Chelydra acutirostris,"Chelydra acutirostris Peters, 1862",8330787.0,Animalia,Chordata,Testudines,,Chelydridae,Chelydra,ACCEPTED,99,NE
MEGACERYLE TORQUATA,Megaceryle torquata,"Megaceryle torquata (Linnaeus, 1766)",2475466.0,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Megaceryle,ACCEPTED,99,LC
DIPSAS SANCTIJOANNIS,Dipsas sanctijoannis,"Dipsas sanctijoannis (Boulenger, 1911)",5223428.0,Animalia,Chordata,Squamata,,Colubridae,Dipsas,ACCEPTED,99,LC
CHELONODIS CARBONARIA,Chelonodis carbonaria,"Chelonoidis carbonarius (Spix, 1824)",9533689.0,Animalia,Chordata,Testudines,,Testudinidae,Chelonoidis,ACCEPTED,85,
DRYMARCHON MELANURUS,Drymarchon melanurus,"Drymarchon melanurus (Duméril, Bibron & Duméril, 1854)",2452321.0,Animalia,Chordata,Squamata,,Colubridae,Drymarchon,ACCEPTED,99,LC
KINOSTERNON LEUCOSTOMUN,Kinosternon leucostomun,"Kinosternon leucostomum (Duméril, Bibron & Duméril, 1851)",2442350.0,Animalia,Chordata,Testudines,,Kinosternidae,Kinosternon,ACCEPTED,93,NE
ARAMIDES CAJANEUS,Aramides cajaneus,"Aramides cajanea (Statius Muller, 1776)",2474659.0,Animalia,Chordata,Aves,Gruiformes,Rallidae,Aramides,ACCEPTED,96,LC
THERISTICUS CAUDATUS,Theristicus caudatus,"Theristicus caudatus (Boddaert, 1783)",2480790.0,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Theristicus,ACCEPTED,99,LC
OXYRHOPUS PETOLARIUS,Oxyrhopus petolarius,"Oxyrhopus petolarius (Linnaeus, 1758)",2454989.0,Animalia,Chordata,Squamata,,Colubridae,Oxyrhopus,ACCEPTED,99,LC
CHELONOIDES CARBONARIA,Chelonoides carbonaria,"Chelonoidis carbonarius (Spix, 1824)",9533689.0,Animalia,Chordata,Testudines,,Testudinidae,Chelonoidis,ACCEPTED,85,
STEATORNIS CARIPENSIS,Steatornis caripensis,"Steatornis caripensis von Humboldt, 1817",2497150.0,Animalia,Chordata,Aves,Steatornithiformes,Steatornithidae,Steatornis,ACCEPTED,99,LC
CHELONOIDES DENTRICULATA,Chelonoides dentriculata,"Chelonoidis denticulatus (Linnaeus, 1766)",5220281.0,Animalia,Chordata,Testudines,,Testudinidae,Chelonoidis,ACCEPTED,80,
MASTIGODRYAS DANIELI,Mastigodryas danieli,"Mastigodryas danieli Amaral, 1935",2456187.0,Animalia,Chordata,Squamata,,Colubridae,Mastigodryas,ACCEPTED,99,LC
DIDEPLPHIS MARSUPIALIS,Dideplphis marsupialis,"Didelphis marsupialis Linnaeus, 1758",2439920.0,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,ACCEPTED,85,
PULSATRIX PERSPICILATA,Pulsatrix perspicilata,"Pulsatrix perspicillata (Latham, 1790)",2497878.0,Animalia,Chordata,Aves,Strigiformes,Strigidae,Pulsatrix,ACCEPTED,96,LC
STRUTHIO CAMELUS,Struthio camelus,"Struthio camelus Linnaeus, 1758",2495150.0,Animalia,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,ACCEPTED,99,LC
POEPHILA ACUTICAUDA,Poephila acuticauda,"Poephila acuticauda (Gould, 1840)",5231425.0,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Poephila,ACCEPTED,99,LC
DASYPUS NOMENCICTUS,Dasypus nomencictus,"Dasypus Linnaeus, 1758",2440775.0,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,ACCEPTED,94,NE
AMAZILITA TZACATL,Amazilita tzacatl,"Amazilia tzacatl (de la Llave, 1833)",2476441.0,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,ACCEPTED,85,
BOTHROPS PUNCTATUS,Bothrops punctatus,"Bothrops punctatus (Garcia, 1896)",5220871.0,Animalia,Chordata,Squamata,,Viperidae,Bothrops,ACCEPTED,99,LC
BOTHROPS ASPER,Bothrops asper,"Bothrops asper (Garman, 1883)",5220796.0,Animalia,Chordata,Squamata,,Viperidae,Bothrops,ACCEPTED,99,LC
PODOCNEMIS UNIFIIIS,Podocnemis unifiiis,"Podocnemis unifilis Troschel, 1848",2442782.0,Animalia,Chordata,Testudines,,Podocnemididae,Podocnemis,ACCEPTED,95,VU
EUBLEPHARIS MACULARIUS,Eublepharis macularius,"Eublepharis macularius (Blyth, 1854)",5221283.0,Animalia,Chordata,Squamata,,Eublepharidae,Eublepharis,ACCEPTED,99,LC
HAPALOPSITTACA FUERTESI,Hapalopsittaca fuertesi,"Hapalopsittaca fuertesi (Chapman, 1912)",2479477.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Hapalopsittaca,ACCEPTED,99,EN
LEOPARDUS WIEDII,Leopardus wiedii,"Leopardus wiedii (Schinz, 1821)",2434950.0,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,ACCEPTED,99,NT
KINOSRTERNON LAUCOSTOMUN,Kinosrternon laucostomun,,,,,,,,,,0,
MOLOTHRUS ORYZIVORUS,Molothrus oryzivorus,"Molothrus oryzivorus (Gmelin, 1788)",2484386.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,ACCEPTED,99,LC
SPINUS SPINESCENS,Spinus spinescens,"Spinus spinescens (Bonaparte, 1850)",7341772.0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,ACCEPTED,99,LC
ANOLIS FRASERI,Anolis fraseri,"Anolis fraseri Günther, 1859",2467182.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,ACCEPTED,99,LC
PACHYSYLVIA SEMIBRUNNEA,Pachysylvia semibrunnea,"Pachysylvia semibrunnea (Lafresnaye, 1845)",7971774.0,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Hylophilus,SYNONYM,98,LC
AMAZONA OCHOCEPHALA,Amazona ochocephala,"Amazona ochrocephala (Gmelin, 1788)",2479612.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,ACCEPTED,95,LC
EMPIDONAX VIRESCENS,Empidonax virescens,"Empidonax virescens (Vieillot, 1818)",2482802.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,ACCEPTED,99,LC
COLAPTES RUBIGINOSUS,Colaptes rubiginosus,"Colaptes rubiginosus (Swainson, 1820)",7340161.0,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,ACCEPTED,99,LC
MASTIGODRYAS PLEEI,Mastigodryas pleei,"Mastigodryas pleii (Duméril, Bibron & Duméril, 1854)",2456189.0,Animalia,Chordata,Squamata,,Colubridae,Mastigodryas,ACCEPTED,96,LC
LAMPROPELTIS MICROPHOLIS,Lampropeltis micropholis,"Lampropeltis micropholis Cope, 1860",5224527.0,Animalia,Chordata,Squamata,,Colubridae,Lampropeltis,ACCEPTED,99,LC
DRYOCOPUES LINAOTUS,Dryocopues linaotus,,,,,,,,,,0,
ICTERUS CHRYSOTER,Icterus chrysoter,"Icterus chrysater (Lesson, 1844)",5229924.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,ACCEPTED,95,LC
PASSERIFORMES,Passeriformes,,,,,,,,,,0,
PULSATRIX PERSPILLATA,Pulsatrix perspillata,"Pulsatrix perspicillata (Latham, 1790)",2497878.0,Animalia,Chordata,Aves,Strigiformes,Strigidae,Pulsatrix,ACCEPTED,93,LC
GLAUCIS HIRSUTUS,Glaucis hirsutus,"Glaucis hirsutus (J.F.Gmelin, 1788)",2476892.0,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Glaucis,ACCEPTED,99,LC
MALACOPTILA PANAMENSIS,Malacoptila panamensis,"Malacoptila panamensis Lafresnaye, 1847",2475147.0,Animalia,Chordata,Aves,Piciformes,Bucconidae,Malacoptila,ACCEPTED,99,LC
CHIRONIUS MONTICULA,Chironius monticula,"Chironius monticola Roze, 1952",2457327.0,Animalia,Chordata,Squamata,,Colubridae,Chironius,ACCEPTED,95,LC
DIDELPHIS MARUPIALIS,Didelphis marupialis,"Didelphis marsupialis Linnaeus, 1758",2439920.0,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,ACCEPTED,95,LC
PULSATRIX PERSPILATA,Pulsatrix perspilata,"Pulsatrix perspicillata (Latham, 1790)",2497878.0,Animalia,Chordata,Aves,Strigiformes,Strigidae,Pulsatrix,ACCEPTED,93,LC
CHIRONECTES MINIMUS,Chironectes minimus,"Chironectes minimus (Zimmermann, 1780)",5219955.0,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Chironectes,ACCEPTED,99,LC
ZENAIDA OURICULATA,Zenaida ouriculata,"Zenaida Bonaparte, 1838",2495346.0,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,ACCEPTED,94,NE
FLORISUGA MELLIVORA,Florisuga mellivora,"Florisuga mellivora (Linnaeus, 1758)",2476195.0,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Florisuga,ACCEPTED,99,LC
MARMOSA,Marmosa,,,,,,,,,,0,
MICRURUS DUMERILII,Micrurus dumerilii,"Micrurus dumerilii Jan, 1858",5227000.0,Animalia,Chordata,Squamata,,Elapidae,Micrurus,ACCEPTED,99,LC
CICCABA ALBICOLLIS,Ciccaba albicollis,"Ciccaba Wagler, 1832",9741604.0,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,SYNONYM,94,NE
PROCYON SP.,Procyon sp.,"Procyon Storr, 1780",2433592.0,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,ACCEPTED,92,NE
LASIURUS BLOSSEVILLII,Lasiurus blossevillii,"Lasiurus blossevillii (Lesson & Garnot, 1826)",5218548.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,ACCEPTED,99,LC
DASYPROCTA PUNTACTA,Dasyprocta puntacta,"Dasyprocta punctata Gray, 1842",2437576.0,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,ACCEPTED,93,LC
COLAPTES PUNCTIGULA,Colaptes punctigula,"Colaptes punctigula (Boddaert, 1783)",2478237.0,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,ACCEPTED,99,LC
CHAMAELEO CALYPTRATUS,Chamaeleo calyptratus,"Chamaeleo calyptratus Duméril & Duméril, 1851",2449133.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Chamaeleo,ACCEPTED,99,LC
CATHARUS USTULATUS,Catharus ustulatus,"Catharus ustulatus (Nuttall, 1840)",2490821.0,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,ACCEPTED,99,LC
DIPSAS SANCTICJOANNIS,Dipsas sancticjoannis,"Dipsas sanctijoannis (Boulenger, 1911)",5223428.0,Animalia,Chordata,Squamata,,Colubridae,Dipsas,ACCEPTED,93,LC
PIONUS MENSTRUS,Pionus menstrus,"Pionus menstruus (Linnaeus, 1766)",2479902.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,ACCEPTED,95,LC
CHELONOIDS CARBONARA,Chelonoids carbonara,"Chelonoidis carbonarius (Spix, 1824)",9533689.0,Animalia,Chordata,Testudines,,Testudinidae,Chelonoidis,ACCEPTED,80,
LEPTOTILA VERREAUXI,Leptotila verreauxi,"Leptotila verreauxi Bonaparte, 1855",2496060.0,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila,ACCEPTED,99,LC
ICTERUS SPURIUS,Icterus spurius,"Icterus spurius (Linnaeus, 1766)",5229935.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,ACCEPTED,99,LC
CHELONIDIS CARBONARIA,Chelonidis carbonaria,"Chelonoidis carbonarius (Spix, 1824)",9533689.0,Animalia,Chordata,Testudines,,Testudinidae,Chelonoidis,ACCEPTED,85,
LEPTODEIRA SEPTENTRIONALIS,Leptodeira septentrionalis,"Leptodeira septentrionalis (Kennicott, 1859)",2454959.0,Animalia,Chordata,Squamata,,Colubridae,Leptodeira,ACCEPTED,99,LC
DASYPUS NOVEMANCTUS,Dasypus novemanctus,"Dasypus novemcinctus Linnaeus, 1758",2440779.0,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,ACCEPTED,93,LC
TROFLODYTES AEDON,Troflodytes aedon,"Troglodytes aedon Vieillot, 1809",5231459.0,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,ACCEPTED,85,
